Date,Time,Session,Session Title,Chairs,Presenters,Organizing Groups
13/04,12:00 - 13:30,PS083,"11g. Global health & health security (incl policy-making, climate change, biosafety/biosecurity)","","The relationship between COVID-19 and final consumption expenditure: Soichi TAKEISHI | Advancing antimicrobial stewardship with the SMART-AMS model: a strategic framework to combat antimicrobial resistance for a healthier future: Rasha ABDELSALAM ELSHENAWY | Korean pandemic response repository through microbial and immunological surveillance and epidemiology (K-PREMISE): Shinhee HONG | Climate-driven antifungal resistance: new challenges in public health: Daniela DEBONE | Clinical-epidemiologic versus laboratorial exam in the diagnosis on dengue fever in the environmental catastrophe scenario in Rio Grande do Sul, Brazil in 2024: Manoela LENZI PINTO | Modeling the potential public health and economic impact of timely COVID-19 vaccination with an adapted vaccine in the United Kingdom: Cale HARRISON | A comprehensive analysis of disability-adjusted life years (DALYs) across 85 pathogens: the first-ever pathogen impact atlas on a global, regional and national scale: Tomislav MESTROVIC | Learning from post-COVID-19 condition for pandemic preparedness: a catalogue of variables for future post-acute infection syndromes: Lorenzo Maria CANZIANI | Heavy rainfall and flooding events and infectious diseases in Denmark: Nina RISE | Excess mortality during the COVID-19 pandemic compared to previous influenza seasons: estimates from 26 countries in the EuroMOMO network: Sarah Kristine N�RGAARD | One Health criteria: considerations for One Health interventions and AMR national action plan designs: Kristina ALUZAITE | Time for a multi-generational household respiratory infection vaccination strategy: scoping review: Ahreej ELTAYEB | Effects of climate change on Aedes aegypti abundance and dengue transmission: Lin GENG | Newest insights into the burden of antimicrobial resistance in Southeast Asia in 2021: a comparative evaluation of predominant resistant pathogens and pathogen-drug combination across countries of the region: Tomislav MESTROVIC | Trends in prescriber applications to access unregistered antimicrobials in Australia: demonstrating the unmet need in a smaller population: Andrew BOWSKILL | Political, ethical, administrative, regulatory and legal (PEARL) barriers to site activation experienced in a pan-European warm-base clinical trial network: Priya SHREEDHAR | Learning from strengthening national laboratory systems towards global health security: experience of the UK Health Security Agency (UKHSA) international health regulations strengthening project (IHR-SP) laboratory team working across countries in Asia and Africa.: Olajumoke SULE | Sustainability challenges and opportunities of SARS-CoV-2 antigen rapid detection tests in the COVID-19 pandemic: a life cycle assessment: Isabell WAGENH�USER | An investigation of national age–specific fertility rates in the Middle East using cluster analysis: Soichi TAKEISHI | Under-estimated pertussis burden among older adults in Taiwan: a longitudinal seroepidemiological study from 2014 to 2020: Ming-Han TSAI | Comparative analysis of NS1/IgM rapid diagnostic tests (RDT) with NS-1 and IgM ELISA for dengue cases and its possible correlation with under-reporting of dengue cases in India: Vishwa Deepak TIWARI | Strategic positioning of the ESGVH-ESCMID for global hepatitis E virus vaccination: Antonio RIVERO-JUAREZ | The impact of armed conflict on the development and global spread of antibiotic resistance: a systematic review: Guido GRANATA | GENTRAIN: genome-based infection chain analysis to increase digitalisation level in the public health sector: Airin FRANKE | A digital tool for the selection of portable screening technologies for detecting substandard and falsified anti-infectives: C�line CAILLET | Omadacycline demonstrated efficacy as both therapeutic treatment and post-exposure prophylaxis against inhalation anthrax and pneumonic plague in cynomolgus macaques: Jessica PIERCE | A cross-country comparison of antimalarial drug prices, availability, and affordability: insights from India and Nigeria: Sriram RADHAKRISHNAN | Developing AWaRe-based antibiotic use quality indicators using sequential consensus methodology: Jan GOELEN | Evaluating the international performance of diagnostics systems for addressing antimicrobial resistance in 174 countries and territories: a systematic global analysis: Jay PATEL | Impact of French public health alerts in a specialty laboratory: Benoit VISSEAUX | Factors influencing work absenteeism due to acute respiratory infections (ARIs) among healthcare workers: Helen MUELLER | Automating systematic reviews and meta-analyses: a framework for living evidence synthesis in infectious diseases: Anna GORSKA | Differences in causes of death between males and females during periods with and without elevated mortality: Christel Baag� SCHJ�RRING | When the rain pours, soars the pill: a pharmaco-audit of doxycycline sales in Chennai following Tamil Nadu's flood advisory: Sarika SARIKA | Epidemiological study of Streptococcus pyogenes in China and data mining based on global isolates: Shiyu CHEN","Not specified"
13/04,12:00 - 13:30,PS084,"11h. Infections in low-resource settings (incl disease burden, health infrastructure, health disparities and vulnerable populations)","","Outbreak investigation of visceral leishmaniasis in Bihar, India: insights from an endemic region: Urvashi Geeta RAI | Assessment of HIV-related stigma among healthcare providers: Merve MERT VAHABI | Challenges in preventing pneumococcal disease in Costa Rica: serotypes, vaccination, and risk factors: Raquel GARCIA-BATAN | Acceptance of self-sampling and knowledge about human papilloma virus among women in north India: Alpana MOHTA | Atypical distribution of cervical HR-HPV in the Congo basin: implication for cervical cancer prevention: Laurent B�LEC | Socioeconomic factors and treatment limitations of intensive care in hospitalised COVID-19 patients: Adonis SOTOODEH | Implementation of urine-based HR-HPV testing for cervical cancer prevention in a rural clinic in Eswatini, January 2023-February 2024: Sante Leandro BALDI | Latent tuberculosis infection (LTBI) in an urban homeless population: David MOYNAN | The mini-lab: the next step towards integrated antimicrobial resistance surveillance in South-Kivu Province, Democratic Republic of Congo: Chasinga BAHARANYI | Patient satisfaction with antiretroviral therapy services in selected hospitals of addis ababa, ethiopia using the donabedian model: Eskedar AZEREFEGNE | Antimicrobial resistance of bacterial infections in Mozambique: a systematic review and meta-analysis: Nafital Joao FRANCISCO | Awareness, misconceptions and uptake of HPV vaccination among university students in Georgia: Nita VERULAVA | Development of a WHO list of essential diagnostic tests for bacterial and fungal infections and antimicrobial resistance: Raghu SRIRAM | Understanding acute encephalitis syndrome in adults: an etiological perspective from Eastern Uttar Pradesh: Jaya TAPADAR N�E CHAKRAVARTY | Correlates of acceptability of COVID-19 vaccine among health care workers(HCWs) at Ndola teaching hospital (NTH), Ndola, Zambia: Hope KALASA | Evaluating the burden of Streptococcus pneumoniae and the pneumococcal vaccine implementation in Mexico: Marcelo DIAZ-CONDE | Clinical care for adults with chronic Chagas disease in Bolivia: a scoping review: Miriam M�LLER | Antibiotic misuse via OTC medications in south India: results from the BEWARE study: Harshitha SURESHKUMAR | Development, implementation, and evaluation of a cross-generational strategy to support introduction of the human papillomavirus vaccine and utilisation of cervical cancer screening in Nepal: Linda KALJEE | The malaria care cascade and factors associated with receiving a malaria test in children under five and pregnant women with fever : a cross-sectional household survey from Guinea and Sierra Leone: Gerrit BURGER | Improving global access to microbiology diagnostics by means of a comprehensive online open repository: Liselotte HARDY | Bottom-up approach for an infection burden estimate approach: a Brazilian experience on ICD-10 standardisation process for the use on local secondary database studies: Carlos KIFFER | A distributional regression approach to socioeconomic inequalities in infectious diseases in the UK: Murong YANG | Results of a randomised feasibility study of an intestinal adsorbent in acute diarrhoea in children in the Gambia: Paul RAHDEN | Multicentre insights into outpatient parenteral antimicrobial therapy (OPAT): a comprehensive analysis of T�rkiye's unstructured system: Elif AGULOGLU-BALI | Infectious disease control: vaccine access and healthcare disparities in Pakistan: Fahmeeda IDREES | Burden of sexually transmitted diseases (STDs) and impact of the comprehensive health promotion package on screening and prevention among commercial sex workers in northeast India: Shanthosh Priyan SUNDARAM","Not specified"
13/04,12:15 - 13:15,FIPL4,"Fireplace: The new frontiers in antimicrobial stewardship","Jose Ramon PANO-PARDO; Jeroen SCHOUTEN",": Karin THURSKY","Not specified"
13/04,12:15 - 13:15,IS21,"Reducing the global burden of RSV in infants via maternal immunisation","Debby BOGAERT","Welcome and Introduction: Debby BOGAERT | The global burden of RSV disease in infants: Paolo MANZONI | RSVpreF vaccine clinical overview: Marta NUNES | Key learnings from the real-world implementation of RSV maternal immunisation: Irene CETIN | Panel Discussion and Q&A: Debby BOGAERT","Pfizer"
13/04,12:15 - 13:15,IS23,"Does number of serotypes matter? A new adult-specific pneumococcal conjugate vaccine to expand protection across the lifespan","Zitta Barrella HARBOE; Robert KRAUSE","Welcome and Introduction: Robert KRAUSE | Overview of PCV21 phase III clinical development programme: Maria Alejandra ESTEVES JARAMILLO | Pneumococcal pNeumonia Epidemiology, Urine serotyping, Mental Outcomes (PNEUMO) EU study: Cristina PRAT AYMERICH | Adult immunisation as a priority for public health: Pier Luigi LOPALCO | Panel Discussion and Q&A: Robert KRAUSE","MSD"
13/04,12:15 - 13:15,IS24,"Maximising the impact of syndromic molecular diagnostics: enhancing respiratory infection management and antimicrobial stewardship in the ED and ICU","Maurizio SANGUINETTI; Stefan WINKLER","Welcome and Introduction: Stefan WINKLER | Improving diagnosis and management of patients with acute respiratory infections in emergency departments: Rangaraj SELVARANGAN | Evaluating the impact of pneumonia (PN) panel on ICU therapeutic strategies: insights and future directions: Alessandra BANDERA | Syndromic testing: a key tool in the battle against drug-resistant Gram-negative bacilli: Ali OMRANI | Panel Discussion and Q&A: Stefan WINKLER","bioM�rieux"
13/04,12:15 - 13:15,IS25,"Preventing bacterial infections: a crucial front in the fight against sepsis and antimicrobial resistance","Michele BARTOLETTI; Mariam JASHI","Welcome and Introduction: Mariam JASHI | Sepsis survivor witness: Wilbert KRUIJSEN | Sepsis susceptibility and comorbidities: Antonio ARTIGAS | Multidrug-resistant bacteria and sepsis: fact or foe?: Evelina TACCONELLI | From trained immunity to vaccination: room for prevention from multidrug-resistant bacteria?: Evangelos GIAMARELLOS-BOURBOULIS | Panel Discussion and Q&A: Mariam JASHI","Global Sepsis Alliance (GSA) and European Sepsis Alliance (ESA)"
13/04,12:15 - 13:15,MEET109,"Sexually Transmitted Infections Study Group open meeting (ESTISG)","Arjan HARXHI; Justyna KOWALSKA; Jean-Michel MOLINA","","Not specified"
13/04,12:30 - 12:50,IPT17,"Physicochemical stability of cefepime/emmetazobactam in medical devices for continuous infusion. Is it possible to use it in OPAT?","","Physicochemical stability of cefepime/emmetazobactam in medical devices for continuous infusion. Is it possible to use it in OPAT?: Dolores SERRANO","Not specified"
13/04,13:00 - 13:20,IPT18,"Nontuberculous mycobacteria: an overlooked threat with a growing impact on global public health","","Nontuberculous mycobacteria: an overlooked threat with a growing impact on global public health: Joaquin ORTIZ","Not specified"
13/04,13:30 - 14:30,EF054,"Beware the sink! Pathogen reservoirs in drains and waste water","Stephan Juergen HARBARTH","Genomic Epidemiology to Investigate Healthcare Environment as Reservoir for Carbapenem-Resistant Organisms in an Academic Hospital in Miami, Florida.: Adriana JIMENEZ | Two clusters of carbapenemase-producing Enterobacterales linked to hospital wastewater drainage in utility rooms – an outbreak investigation: Isabelle VOCK | Assessing the burden of carbapenemase and colistin antimicrobial resistance genes in hospital wastewater: Emily AU | Hospital wastewater as a reservoir for carbapenemase-producing organisms: Ahalieyah ANANTHARAJAH | Reversing and controlling microbial proliferation in the water system of a high-risk hospital ward after extended closure and reconstruction: Dominique L. CHAPUT | Whole-genome sequencing as part of the tracking and managing Carbapenemase producing Enterobacterales transmission in an acute hospital setting: Darragh COFFEY | Is there a solution for hospital acquired infections due to the aquatic reservoir in the near patient environment?: Hiba ZAYYAD | Reducing Antimicrobial Resistance (AMR) across the One Health Landscape: Diverse Perspectives on AMR risks and their mitigation in sinks, drains, and wastewater: Hillary A. CRADDOCK","Not specified"
13/04,13:30 - 14:30,EF055,"The cutting edge in tuberculosis","Graeme Ayton MEINTJES","Personalised risk predictions for incident TB and preventive treatment uptake.: Rubin ROSE-KEY | Programmatic migrant screening for tuberculosis identifies a spectrum of clinical phenotypes and outcomes: cohort data from a national migrant screening programme: Marjan GOHAR | An investigation into the relationship between human and animal Mycobacterium bovis isolates using whole genome analysis.: Mary MANSFIELD | Distinguishing relapse from reinfection in tuberculosis patients from Lithuania: Laima VASILIAUSKAITE | Rapid Resistance Profiling of Mycobacterium tuberculosis from Clinical Specimens using Targeted Next-Generation Sequencing: A Pilot Validation Study: Pratiksha CHHEDA | Inflammation precedes early respiratory worsening in HIV-negative tuberculosis patients during antituberculosis treatment: Arjan VAN LAARHOVEN | Impact of fluoroquinolone resistance on the cost-effectiveness of empiric treatment for multidrug- or rifampicin-resistant tuberculosis: Chaelin KIM | A longitudinal study on the evolution of drug resistance during tuberculosis treatment: Emelia DANSO | Phase 1, randomized, double-blind, parallel-group, dose-escalation safety and tolerability of PLGA encapsulated first line antitubercular drugs nanoparticles in healthy volunteers: Avaneesh Kumar PANDEY","Not specified"
13/04,13:30 - 14:30,FO097,"Essential diagnostics in Low-Resource Settings: why are we still talking?","Truls Michael LEEGAARD","Training skilled personnel in LMIC and brain drain: is the solution the problem?: Sipho Kenneth DLAMINI | Leveraging surveillance networks to strengthen basic bacteriology: Dissou AFFOLABI | Clinical bacteriology laboratories in low-resource settings: considerations for sustainability: Makeda SEMRET","ESCMID Professional Affairs Subcommittee, Dutch Society for Medical Microbiology (NVMM), ESCMID Parity Commission,Federation of European Microbiological Societies (FEMS), ESCMID Study Group for Antimicrobial stewardship (ESGAP), Soci�t� belge d'Infectiolo"
13/04,13:30 - 14:30,FO098,"Best of ID Week","Tina TAN",": Seth COHEN","Not specified"
13/04,13:30 - 14:30,JS1,"Late-breaker research from CMI and CMI Communications","","Measuring the impact of hospitalization for infectious diseases on the quality of life of older patients in four European countries: the AEQUI longitudinal matched cohort study (2020-2023): Gaetan GAVAZZI | Long-term outcomes of passive immunotherapy for COVID-19: a pooled analysis of a large multinational platform randomized clinical trial: Thomas HOLLAND | The long-term sustainability of a pharmacist-led antimicrobial stewardship penicillin allergy delabelling ward round: A prospective cohort study: Elise MITRI | Efficacy and safety of mechanical thrombectomy in acute ischemic stroke secondary to infective endocarditis: Guillermo CUERVO | A randomised non-inferiority trial investigating antibiotic adjustments based on blood culture in acute cholangitis: Sang Hyub LEE","Not specified"
13/04,13:30 - 14:30,LB003,"New solutions for difficult-to-treat infection","Shampa DAS","Multivalent OMV-based vaccine against Klebsiella pneumoniae: Beatriz CANO CASTA�O | Epidermicin NI01, a first-in-class peptide antibiotic candidate, has potent efficacy in a robust MRSA wound infection model and low allergic reaction liabilities: Mathew UPTON | Minimum inhibitory concentrations of quabodepistat in Mycobacterium tuberculosis clinical isolates from patients with drug-susceptible pulmonary tuberculosis: Irina KONTSEVAYA | Antimicrobial CRISPR-Cas9-based treatment against antibiotic resistant extraintestinal pathogenic E. coli (ExPEC) ST131: Claudia MORROS-BERNAUS | Ultra-narrow spectrum antibiotic against multi-drug resistant gonococci with novel mode of action: Nhung NGUYEN","Not specified"
13/04,13:30 - 14:30,ME095,"Local antimicrobials for deep infections","",": Karolina AKINOSOGLOU; Pierre TATTEVIN","ESCMID PK/PD of Anti-Infectives Study Group (EPASG), ESCMID Study Group for Implant-associated Infections (ESGIAI), ESCMID Study Group for Infectious Diseases of the Brain (ESGIB)"
13/04,13:30 - 14:30,MEET76,"Non-traditional Antibacterial Therapy Study Group open meeting (ESGNTA)","Zuzanna DRULIS-KAWA; Tristan FERRY; Ran NIR-PAZ; Jean-Paul PIRNAY; Gina SUH","","Not specified"
13/04,13:30 - 14:30,MEET77,"Mycoplasma and Chlamydia Study Group open meeting (ESGMAC)","Sylvia BRUISTEN; Gilbert GREUB; Jorgen Skov JENSEN; Mirja PUOLAKKAINEN; Barbara VAN DER POL","","Not specified"
13/04,13:30 - 14:30,OS052,"AI in infectious diseases: the lab and beyond","Miranda LANGENDAM","Accurate strain typing of key bacterial pathogens through artificial intelligence analysis of MALDI-TOF mass spectra: Nenad MACESIC | CarbaDetector: An Artificial Intelligence-Driven Prediction Model for Detecting Carbapenemase-Producing Enterobacterales Using Disk-Diffusion: Linea Katharina MUHSAL | AI-Driven Early Infectious Disease Detection in Dutch Primary Care: leveraging Bidirectional Encoder Representations from Transformers (BERT) and Early Recognition using Neural Information Encoding (ERNIE): Gijs DANOE | Predicting potentially infection-related findings in structured radiology reports: Justin XU | Application of Artificial Intelligence in Assisting X-ray Diagnosis of Pediatric Pulmonary Infections: Haocheng ZHANG","Not specified"
13/04,13:30 - 14:30,OS053,"Immune evasion and intracellular survival strategies","Juliane BUBECK WARDENBURG; Giovanni DELOGU","Capsule-Dependent Modulation of Cell Death Pathways and Immune Evasion in Acinetobacter baumannii: Hui WANG | Intracellular lifestyle of Acinetobacter baumannii: Role of phospholipase A2 and transcriptional factor EB (TFEB): Younes SMANI | The role of peg344 of hypervirulent Klebsiella pneumoniae on suppressing autophagy responses of macrophages: Zeynep Ece KULOGLU | c-Myc Inhibits Macrophage Antimycobacterial Response in Mycobacterium tuberculosis Infection: C�dric DOLL� | Targeting neutrophil extracellular traps (NETs) prevents tuberculosis immunopathology: Julia KUTSCHENREUTER","Not specified"
13/04,13:30 - 14:30,SY091,"Emerging infectious diseases: staying informed and prepared in a globalised world","Nitin GUPTA; Pikka JOKELAINEN","Lessons learnt from previous outbreaks:  TBA | Disease X: preparedness for the next pandemic: Yee Sin LEO","ESCMID Emerging Infections Subcommittee, Deutsche Gesellschaft f�r Infektiologie, Deutsche Gesellschaft f�r Tropenmedizin, Reisemedizin und Globale Gesundheit e.V."
13/04,13:30 - 14:30,SY092,"Sex differences in management and outcome of patients with serious bacterial infections","Michele BARTOLETTI; Merel LAMBREGTS","Sex impacts incidence, management, and outcome in bacteraemia: Annette WESTGEEST | The complex interplay between gender and sepsis: Ines LAKBAR","ESCMID Study Group for Bloodstream Infections, Endocarditis and Sepsis (ESGBIES)"
13/04,13:30 - 14:30,SY093,"Immunosenescence and immune response to vaccination","Petar VELIKOV; Dafna YAHAV","How immunosenescence impacts vaccine response: Andrea COSSARIZZA | Strategies to tackle immunosenescence and improve immune response to vaccination in the elderly: Inna OVSYANNIKOVA","ESCMID Study Group for Infections in the Elderly (ESGIE), ESCMID Vaccine Study Group (EVASG)"
13/04,13:30 - 14:30,SY094,"Farm to fork: food-borne antimicrobial resistance","Beatriz GUERRA ROM�N; Joel MOSSONG","Foodborne risk in meat and fishery products and impact on AMR: Anders DALSGAARD | Control challenges associated with food-borne multidrug resistance: Luisa Maria Vieira PEIXE","ESCMID Food- and Water-borne Infections Study Group (EFWISG)"
13/04,13:30 - 15:30,EW096,"Tools for successful development as a medical educator","Giorgia CARUANA; Yoav KEYNAN","Developing your educator professional identity: Todd CASSESE | What do IPC doctors need to learn to be prepared: Simone SCHEITHAUER | Communities of practice: successful experience of a transformative collaboration and roadmap: Erin BONURA | The critical need for ongoing innovations in medical education: Cl�mentine SCHILTE","Infectious Diseases Society of America (IDSA), ESCMID Professional Affairs Subcommittee, Trainee Association of ESCMID (TAE) Steering Committee, British Infection Association (BIA), Young Leader Circle of the American Society of Microbiology"
13/04,13:30 - 15:30,IS26,"Expert insights in COVID-19: from vaccination to treatment","Laurent KAISER; Stefania MAGGI","Welcome and Introduction: Stefania MAGGI | The reality of COVID-19 in 2025: is there still a need for vaccination and treatment?: Colin RUSSELL | Keeping pace with viral evolution: updated vaccines to help protect individuals against COVID-19: Albertus OSTERHAUS | The role of COVID-19 antivirals today: getting the right treatment to the right patient: Roger PAREDES | From HCPs to patients and carers: why sharing COVID-19 data remains key to improving outcomes: Sven SCHELLBERG | Panel Discussion and Q&A: Stefania MAGGI","Pfizer"
13/04,13:30 - 15:30,IS28,"Refining the management of cytomegalovirus and Gram-negative infections: latest updates and therapeutic advances","Dina AVERBUCH; Maddalena GIANNELLA; Souha S. KANJ","Welcome and Introduction: Dina AVERBUCH | Opening Remarks: Dina AVERBUCH; Souha S. KANJ | Part 1: Advancements in CMV management: Dina AVERBUCH | CMV management after HSCT: state of the art update: Per LJUNGMAN | Navigating the shifting landscape in SOT and evolving RWE: Nassim KAMAR | Panel discussion and Q&A: Dina AVERBUCH | Part 2: Recent advances in treating pneumonia caused by resistant Gram-negative infections: Souha S. KANJ | Novel approaches: clinical evidence and advancements in addressing resistant Gram-negative infections: Matteo BASSETTI | Optimising care for critically ill pneumonia patients: current practices and future directions: Ignacio MARTIN-LOECHES | Panel Discussion, Q&A and Closing Remarks: Souha S. KANJ","MSD"
13/04,13:30 - 15:30,IS29,"Serious bacterial infections in high-risk populations: a race against time","Diane ASHIRU-OREDOPE; Tonya VILLAFANA","Welcome and Introduction: Tonya VILLAFANA | The microbial hurdle: firsthand experience(s) of serious bacterial infections:  TBA | Pit stops in progress: recent developments in bacterial infection research: Susanna ESPOSITO | The bacterial pursuit: a marathon, not a sprint: Mark H. WILCOX | Panel Discussion and Q&A - An ongoing race: perspectives on tackling the bacterial challenge: James CHALMERS | Thank you and Closing Statement: Tonya VILLAFANA","AstraZeneca"
13/04,13:30 - 15:30,IS30,"Transforming STI treatment and management with highly-extended molecular point-of-care testing","Jean-Pierre ALLAIN; Antti HAKANEN","Welcome and Introduction: Jean-Pierre ALLAIN | MPox in Africa: myths, facts and the way forward: Isaac SSEWANYANA | Advancing STI diagnosis: Sonny Michael ASSENNATO | Breaking barriers: impact of point-of-care STI testing: John WHITE | Panel Discussion and Q&A: Jean-Pierre ALLAIN","Diagnostics for the Real World"
13/04,13:30 - 15:30,M8,"Malaria differential diagnosis (beginners)","Debbie NOLDER; Claire ROGERS","","Not specified"
13/04,13:30 - 15:30,SEL,"Selective Pressure","Jacob MORAN-GILAD; Joshua NOSANCHUK; Jose Ramon PANO-PARDO; Jes�s RODR�GUEZ-BA�O; Suzanne VAN ASTEN; David VAN DUIN; Anja STERBENC","","Not specified"
13/04,14:00 - 14:20,IPT20,"The magic of randomization for understanding the public health value of influenza vaccination","","The magic of randomization for understanding the public health value of influenza vaccination: Mathieu BANGERT","Not specified"
13/04,14:30 - 14:50,IPT21,"Revolutionizing vaginitis diagnosis: the Impact of molecular screening tools","","Revolutionizing vaginitis diagnosis: the Impact of molecular screening tools: Jonas AMZALAG","Not specified"
13/04,14:45 - 15:45,EF059,"Bacterial infections in the post pandemic era","�zlem Kurt AZAP","Genomic epidemiology of invasive meningococcal disease in Scotland: The impact of the COVID-19 pandemic: Niall AHMAD | Targeted probe-capture culture-independent sequencing identifies emergence of Macrolide-Resistant Bordetella pertussis in Australia: Winkie FONG | Invasive pneumococcal disease in Spanish adults. Multicenter analysis of serotypes and lineages in the post-pandemic period.: Roc�o ESPA�A BONILLA | Group A streptococcal infections in Germany from 2017 to 2024: a post-pandemic rebound above expected numbers?: Anja VON LAER | Invasive group A streptococcus infections is often preceeded by seasonal influenza.: Johan WESTIN | Impact of the COVID-19 Pandemic on Tuberculosis Transmission Rates: Angela CANNAS | Treatment outcomes of bedaquiline-based longer oral regimens in Indian children above 5-years of age: Dhruv GANDHI | Incidence of Invasive Escherichia coli Disease in the Northwestern United States (2002–2022): Insights from Electronic Health Records: Maxim BLUM | A prospective controlled cross-sectional study demonstrates significantly higher IgG seroprevalence of leptospirosis among Munich's Eisbach river surfers: Florian VOIT","Not specified"
13/04,14:45 - 15:45,EF060,"AMR in the community","Camilla WIUFF COIA","Socio-demographic factors associated with community-acquired extended spectrum β-lactamase producing E. coli urinary tract infections at intermunicipal level in France: Marie PRIME | Prolonged community outbreak of OXA-48-producing Escherichia coli linked to a food premises: Lower Hutt, New Zealand, 2018-2022: Craig THORNLEY | Low rates of macrolide resistance found in Mycoplasma pneumoniae cases in Australia: Rebecca ROCKETT | Epidemiology of antibiotic resistance associated with E. coli/Klebsiella pneumoniae bloodstream infections in England 2012-2023: Sam LIPWORTH | The effect of long-term fluoroquinolone prophylaxis on carriage of antimicrobial resistant organisms in children.: Chante BRAND | Risk factors and prevalence of AntiMicrobial Resistant microbes In the English Community (AMRIC): Donna LECKY | Risk factors for antimicrobial resistance in community commensal Staphylococcus aureus isolates, a sub-analysis of the AMRIC project.: Mollie JOYCE | Prevalence and risk factors for antimicrobial resistance in invasive pneumococcal disease in southern Ontario in the late post PCV13 era (2014-2023): Allison MCGEER | Antimicrobial resistance in Streptococcus pneumoniae in the Netherlands: an 11-year trend analysis of surveillance data: Ilse NAUTA","Not specified"
13/04,14:45 - 15:45,EF061,"Infections in the immunocompromised: a multifaceted overview","Effrossyni GKRANIA-KLOTSAS","Impact of Donor Colonization or Infection, or preservation fluid  contamination with Multiresistant Bacteria and Fungi in Solid Organ Transplantation. Multicenter registry of Argentina: Laura Alicia BARCAN | Analysis of viral load kinetics and risk factors for Epstein-Barr virus  DNAemia and Post-transplant lymphoproliferative disorders in pediatric liver transplant recipients - a single centre experience: Beata KASZTELEWICZ | Impact of pre-transplant infection on post-transplant morbidity and graft survival in liver transplant recipients: a prospective cohort study: Laura MANI-PERREN | Risks of live-attenuated vaccines in children with primary immunodeficiency: Siwar FRIGUI EP OUESLATI | Chagas reactivation/ transmission in kidney transplantation.: Marcelo Victor RADISIC | Clinical presentation and treatment of tuberculosis in solid organ transplant recipients: a multicentric retrospective analysis: Julia MOLT� | Clinical presentation, risk factors and outcome of non-tuberculous mycobacteria infection in hematopoietic stem-cell transplant recipients: a multinational case-control study: Mario FERNANDEZ RUIZ | Impact of bronchoalveolar lavage results on clinical decision-making among immunocompromised, critically ill patients.: Chiara FANELLI | Campylobacter spp. bloodstream infections: preliminary results from a multicenter differential clinical analysis in immunocompromised and immunocompetent patients.: Mar�a PANIAGUA-GARC�A","Not specified"
13/04,14:45 - 15:45,FO102,"Navigating the future of pandemics across One Health","Xavier LESCURE","Status of the One Health Joint Plan of Action by the Quadripartite: Chadia WANNOUS | Evidence review on One Health governance and implementation at the European level: Tyra Grove KRAUSE | Long-term consequences of emerging viral diseases: Alfonso J. RODRIGUEZ-MORALES","ESCMID Emerging Infections Subcommittee, ESCMID Study Group for Public Health Microbiology (ESGPHM), Trainee Association of ESCMID (TAE) Steering Committee, Brazilian Society of Infectious Diseases (SBI), Latin American Society for Travel Medicine"
13/04,14:45 - 15:45,ME101,"How to master conflict management and negotiation in healthcare","",": Esther CALBO; Jan A.J.W. KLUYTMANS","Not specified"
13/04,14:45 - 15:45,MEET78,"Clinical Parasitology Study Group open meeting (ESGCP)","Miriam Jos� �LVAREZ-MART�NEZ; Hanne BREKKE; Beate GR�NER; Francesca TAMAROZZI; Jaco J. VERWEIJ","","Not specified"
13/04,14:45 - 15:45,MEET79,"Legionella Infections Study Group open meeting (ESGLI)","Anastasia FLOUNTZI; Sophie JARRAUD; Diane LINDSAY; Markus PETZOLD; Maria SCATURRO","","Not specified"
13/04,14:45 - 15:45,OS056,"Emerging trends in viral hepatitis across Europe","Federico GARCIA; Neven PAPIC","One of the largest outbreak of hepatitis A in the 21st century in Europe: Ivana HOCKICKOVA | Higher prevalence of Cytomegalovirus and Epstein–Barr virus in acute-on-chronic liver failure – cause or consequence?: Jannik SONNENBERG | Delta in Denmark: current prevalence of hepatitis delta virus infection: Hugh WATSON | RatHEV as an aetiological agent of acute hepatitis in Europe: results from the ESGHV-RHEV Study: Antonio RIVERO-JUAREZ | Understanding the incidence and risk factors of low-level viremia in chronic hepatitis B: A propensity-matched comparison of tenofovir and entecavir: Imran HASANOGLU","Not specified"
13/04,14:45 - 15:45,OS057,"Precision Medecine: from models to patient care","Anouk Edwina MULLER; Sebastian WICHA","Pharmacokinetics and pharmacodynamics of BPaLM, BPaLC and BPaL regimens for treatment of RR-TB: Frank KLOPROGGE | Physiologically Based Pharmacokinetic Modeling for Nemonoxacin in Predicting the Respiratory System Pharmacokinetic Profile: Based on Comprehensive Preclinical and Clinical Data: Yinru CHEN | Context-specific genome-scale metabolic modelling reveals metabolic alterations in multidrug-resistant Klebsiella pneumoniae in response to polymyxin B/zidovudine combination: Jinxin ZHAO | Agent-based model predictions of polymyxin B activity on Acinetobacter baumannii: Hiie SOEORG | Monthly dalbavancin dosing for suppressive therapy: a case series and pharmacokinetic estimation analysis: Cecilia VOLK","Not specified"
13/04,14:45 - 15:45,OS058,"In the field with fungi","Beatriz L. GOMEZ; Leonardo NIMRICHTER","Fosmanogepix expanded access in patients with Fusarium infections: Sanjeet DADWAL | Voriconazole's hidden toll: unveiling periostitis in a heart transplant recipient and a hematologic patient.: Gabriel MOTOA | Unveiling the Uncommon: Managing Geotrichum candidum in Pancreatic Necrosis: Lisa Marie KRIEGL | Detection of siderophores as a superior non-invasive diagnostic tool in unravelling mixed fungal infections: Vladimir HAVLICEK | Efficacy of novel antifungal therapies in refractory Candida and Aspergillus infections: insights from compassionate use and clinical trials: Sarah SEDIK","Not specified"
